match_id	MYCN_TPM	MYCN_CN	MYCN_CN_status	molecular_subtype	Kids_First_Participant_ID	Kids_First_Biospecimen_ID	sample_id
PT_FZHGKJ0H_7316-4034_Solid Tissue_Initial CNS Tumor	0.18	NA	NA	NBL, MYCN non-amplified	PT_FZHGKJ0H	BS_060608PC	7316-4034
PT_FZHGKJ0H_7316-4034_Solid Tissue_Initial CNS Tumor	0.18	NA	NA	NBL, MYCN non-amplified	PT_FZHGKJ0H	BS_2SHWPB5P	7316-4034
PT_FZHGKJ0H_7316-4034_Solid Tissue_Initial CNS Tumor	0.18	NA	NA	NBL, MYCN non-amplified	PT_FZHGKJ0H	BS_5J5VH3X0	7316-4034
PT_MRTHX2AQ_7316-23_Solid Tissue_Recurrence	3.35	NA	NA	NBL, MYCN amplified	PT_MRTHX2AQ	BS_5X9HJHRE	7316-23
PT_MRTHX2AQ_7316-23_Solid Tissue_Recurrence	3.35	NA	NA	NBL, MYCN amplified	PT_MRTHX2AQ	BS_TD1ZEQ7R	7316-23
PT_P1290MMP_7316-125_Solid Tissue_Progressive	0.19	NA	NA	NBL, MYCN non-amplified	PT_P1290MMP	BS_G1Y281HX	7316-125
PT_P1290MMP_7316-125_Solid Tissue_Progressive	0.19	NA	NA	NBL, MYCN non-amplified	PT_P1290MMP	BS_ZFCXH22E	7316-125
PT_RXT6KRR6_7316-3147_Solid Tissue_Recurrence	4.68	3	gain	NBL, MYCN amplified	PT_RXT6KRR6	BS_2KYCDB13	7316-3147
PT_RXT6KRR6_7316-3147_Solid Tissue_Recurrence	4.68	3	gain	NBL, MYCN amplified	PT_RXT6KRR6	BS_CK7CPM73	7316-3147
PT_RXT6KRR6_7316-3147_Solid Tissue_Recurrence	4.68	3	gain	NBL, MYCN amplified	PT_RXT6KRR6	BS_NFRXNAFE	7316-3147
PT_RXT6KRR6_7316-3168_Solid Tissue_Recurrence	8.48	NA	NA	NBL, MYCN amplified	PT_RXT6KRR6	BS_68BZ8N6P	7316-3168
PT_RXT6KRR6_7316-3168_Solid Tissue_Recurrence	8.48	NA	NA	NBL, MYCN amplified	PT_RXT6KRR6	BS_NGAWSN7T	7316-3168
PT_W7FK539G_7316-76_Solid Tissue_Progressive	425.63	4	gain	NBL, MYCN amplified	PT_W7FK539G	BS_25VZM81R	7316-76
PT_W7FK539G_7316-76_Solid Tissue_Progressive	425.63	4	gain	NBL, MYCN amplified	PT_W7FK539G	BS_X36SF91S	7316-76
PT_W7FK539G_7316-76_Solid Tissue_Progressive	425.63	4	gain	NBL, MYCN amplified	PT_W7FK539G	BS_XBQZYS8G	7316-76
