match_id	MYCN_TPM	MYCN_CN	MYCN_CN_status	molecular_subtype	Kids_First_Participant_ID	Kids_First_Biospecimen_ID	sample_id
PASWVY_01_Solid Tissue_Primary Tumor	77.32	4	gain	NBL, MYCN non-amplified	PASWVY	TARGET-30-PASWVY-01A-01R	01
PASWXG_01_Solid Tissue_Primary Tumor	379.57	NA	amplification	NBL, MYCN amplified	PASWXG	BS_GMH5C45K	01
PASWXG_01_Solid Tissue_Primary Tumor	379.57	NA	amplification	NBL, MYCN amplified	PASWXG	BS_R13WNSAR	01
PASWXG_01_Solid Tissue_Primary Tumor	379.57	NA	amplification	NBL, MYCN amplified	PASWXG	TARGET-30-PASWXG-01A-01D	01
PASWYR_01_Solid Tissue_Primary Tumor	NA	93	gain, amplification	NBL, MYCN amplified	PASWYR	BS_8XDZQKSD	01
PASWYR_01_Solid Tissue_Primary Tumor	NA	93	gain, amplification	NBL, MYCN amplified	PASWYR	BS_MPE34NYZ	01
PASWYR_01_Solid Tissue_Primary Tumor	NA	93	gain, amplification	NBL, MYCN amplified	PASWYR	TARGET-30-PASWYR-01A-01D	01
PASWYR_01_Solid Tissue_Primary Tumor	NA	93	gain, amplification	NBL, MYCN amplified	PASWYR	TARGET-30-PASWYR-01A-01D.M	01
PASWYR_01_Solid Tissue_Primary Tumor	NA	93	gain, amplification	NBL, MYCN amplified	PASWYR	TARGET-30-PASWYR-01A-01R	01
PASXCG_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASXCG	TARGET-30-PASXCG-01A-01D	01
PASXGP_01_Solid Tissue_Primary Tumor	53.89	2	neutral	NBL, MYCN non-amplified	PASXGP	TARGET-30-PASXGP-01A-01D	01
PASXGP_01_Solid Tissue_Primary Tumor	53.89	2	neutral	NBL, MYCN non-amplified	PASXGP	TARGET-30-PASXGP-01A-01D.M	01
PASXGP_01_Solid Tissue_Primary Tumor	53.89	2	neutral	NBL, MYCN non-amplified	PASXGP	TARGET-30-PASXGP-01A-01R	01
PASXHE_01_Solid Tissue_Primary Tumor	54.185	3	gain	NBL, MYCN non-amplified	PASXHE	BS_EZRVK9ZQ	01
PASXHE_01_Solid Tissue_Primary Tumor	54.185	3	gain	NBL, MYCN non-amplified	PASXHE	BS_V4VGG98Y	01
PASXHE_01_Solid Tissue_Primary Tumor	54.185	3	gain	NBL, MYCN non-amplified	PASXHE	TARGET-30-PASXHE-01A-01D	01
PASXHE_01_Solid Tissue_Primary Tumor	54.185	3	gain	NBL, MYCN non-amplified	PASXHE	TARGET-30-PASXHE-01A-01D.M	01
PASXHE_01_Solid Tissue_Primary Tumor	54.185	3	gain	NBL, MYCN non-amplified	PASXHE	TARGET-30-PASXHE-01A-01R	01
PASXIE_01_Solid Tissue_Primary Tumor	NA	5	gain	NBL, To be classified	PASXIE	BS_2N95EW0G	01
PASXIE_01_Solid Tissue_Primary Tumor	NA	5	gain	NBL, To be classified	PASXIE	BS_9TKGBJH7	01
PASXIE_01_Solid Tissue_Primary Tumor	NA	5	gain	NBL, To be classified	PASXIE	TARGET-30-PASXIE-01A-01D	01
PASXIE_01_Solid Tissue_Primary Tumor	NA	5	gain	NBL, To be classified	PASXIE	TARGET-30-PASXIE-01A-01D.M	01
PASXIE_01_Solid Tissue_Primary Tumor	NA	5	gain	NBL, To be classified	PASXIE	TARGET-30-PASXIE-01A-01R	01
PASXMI_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PASXMI	TARGET-30-PASXMI-09A-01D	09
PASXNN_01_Solid Tissue_Primary Tumor	NA	2	loss	NBL, MYCN non-amplified	PASXNN	TARGET-30-PASXNN-01A-01D	01
PASXRG_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PASXRG	BS_9JBYGRQW	01
PASXRG_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PASXRG	BS_P6FPBJM8	01
PASXRG_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PASXRG	TARGET-30-PASXRG-01A-01D	01
PASXRG_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PASXRG	TARGET-30-PASXRG-01A-01D.M	01
PASXRG_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PASXRG	TARGET-30-PASXRG-01A-01R	01
PASXRJ_01_Solid Tissue_Primary Tumor	NA	NA	neutral	NBL, MYCN non-amplified	PASXRJ	BS_1BKHK7AY	01
PASXRJ_01_Solid Tissue_Primary Tumor	NA	NA	neutral	NBL, MYCN non-amplified	PASXRJ	BS_KXRFQF5N	01
PASXRJ_01_Solid Tissue_Primary Tumor	NA	NA	neutral	NBL, MYCN non-amplified	PASXRJ	TARGET-30-PASXRJ-01A-01D	01
PASXRJ_01_Solid Tissue_Primary Tumor	NA	NA	neutral	NBL, MYCN non-amplified	PASXRJ	TARGET-30-PASXRJ-01A-01D.M	01
PASXRJ_01_Solid Tissue_Primary Tumor	NA	NA	neutral	NBL, MYCN non-amplified	PASXRJ	TARGET-30-PASXRJ-01A-01R	01
PASXSJ_01_Solid Tissue_Primary Tumor	261.14	106	amplification	NBL, MYCN amplified	PASXSJ	BS_9ZDR2H7D	01
PASXSJ_01_Solid Tissue_Primary Tumor	261.14	106	amplification	NBL, MYCN amplified	PASXSJ	BS_XZQE9FBM	01
PASXVW_01_Solid Tissue_Primary Tumor	NA	3	loss	NBL, MYCN non-amplified	PASXVW	BS_4G4PK2D4	01
PASXWF_01_Solid Tissue_Primary Tumor	2.17	NA	NA	NBL, MYCN amplified	PASXWF	BS_CD6WEHG9	01
PASXWF_01_Solid Tissue_Primary Tumor	2.17	NA	NA	NBL, MYCN amplified	PASXWF	BS_SPGHWHXY	01
PASYHS_01_Solid Tissue_Primary Tumor	NA	3	gain	NBL, MYCN non-amplified	PASYHS	BS_H68W3CE8	01
PASYIP_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PASYIP	BS_XH6P7BY8	01
PASYIP_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PASYIP	TARGET-30-PASYIP-01A-01D	01
PASYJF_01_Solid Tissue_Primary Tumor	NA	NA	gain	NBL, MYCN non-amplified	PASYJF	BS_SGRCCAVT	01
PASYJF_01_Solid Tissue_Primary Tumor	NA	NA	gain	NBL, MYCN non-amplified	PASYJF	TARGET-30-PASYJF-01A-01D	01
PASYLD_01_Solid Tissue_Primary Tumor	NA	2	neutral	NBL, MYCN non-amplified	PASYLD	TARGET-30-PASYLD-01A-01D	01
PASYLD_01_Solid Tissue_Primary Tumor	NA	2	neutral	NBL, MYCN non-amplified	PASYLD	TARGET-30-PASYLD-01A-01D.M	01
PASYMX_01_Solid Tissue_Primary Tumor	NA	3	loss	NBL, MYCN non-amplified	PASYMX	TARGET-30-PASYMX-01A-01D	01
PASYPX_01_Solid Tissue_Primary Tumor	31.64	3	neutral	NBL, MYCN non-amplified	PASYPX	TARGET-30-PASYPX-01A-01D	01
PASYPX_01_Solid Tissue_Primary Tumor	31.64	3	neutral	NBL, MYCN non-amplified	PASYPX	TARGET-30-PASYPX-01A-01D.M	01
PASYPX_01_Solid Tissue_Primary Tumor	31.64	3	neutral	NBL, MYCN non-amplified	PASYPX	TARGET-30-PASYPX-01A-01R	01
PASYTP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASYTP	TARGET-30-PASYTP-01A-01D	01
PASYVV_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASYVV	BS_B4GBBM0J	01
PASYYM_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASYYM	TARGET-30-PASYYM-01A-01D	01
PASYYX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASYYX	TARGET-30-PASYYX-01A-01D	01
PASYYZ_01_Solid Tissue_Primary Tumor	1.27	NA	NA	NBL, MYCN non-amplified	PASYYZ	BS_EPZ2H50J	01
PASYYZ_01_Solid Tissue_Primary Tumor	1.27	NA	NA	NBL, MYCN non-amplified	PASYYZ	BS_XQSEQPAZ	01
PASZFX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASZFX	TARGET-30-PASZFX-01A-01D	01
PASZGB_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASZGB	TARGET-30-PASZGB-01A-01D	01
PASZJB_01_Solid Tissue_Primary Tumor	18.88	NA	loss	NBL, MYCN non-amplified	PASZJB	BS_CXGWN1W5	01
PASZJB_01_Solid Tissue_Primary Tumor	18.88	NA	loss	NBL, MYCN non-amplified	PASZJB	BS_ZRG2V7T2	01
PASZJB_01_Solid Tissue_Primary Tumor	18.88	NA	loss	NBL, MYCN non-amplified	PASZJB	TARGET-30-PASZJB-01A-01D	01
PASZKE_01_Solid Tissue_Primary Tumor	16.17	NA	NA	NBL, MYCN amplified	PASZKE	BS_XPTREBJD	01
PASZKE_01_Solid Tissue_Primary Tumor	16.17	NA	NA	NBL, MYCN amplified	PASZKE	TARGET-30-PASZKE-01A-01D.M	01
PASZKE_01_Solid Tissue_Primary Tumor	16.17	NA	NA	NBL, MYCN amplified	PASZKE	TARGET-30-PASZKE-01A-01R	01
PASZPI_01_Solid Tissue_Primary Tumor	894.63	44	amplification	NBL, MYCN amplified	PASZPI	TARGET-30-PASZPI-01A-01D	01
PASZPI_01_Solid Tissue_Primary Tumor	894.63	44	amplification	NBL, MYCN amplified	PASZPI	TARGET-30-PASZPI-01A-01R	01
PASZRF_01_Solid Tissue_Primary Tumor	17.59	NA	NA	NBL, MYCN amplified	PASZRF	BS_FRY5NFRY	01
PASZRF_01_Solid Tissue_Primary Tumor	17.59	NA	NA	NBL, MYCN amplified	PASZRF	BS_Y9BHAPG3	01
PASZST_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASZST	TARGET-30-PASZST-01A-01D	01
PASZTC_01_Solid Tissue_Primary Tumor	19.89	3	gain	NBL, MYCN non-amplified	PASZTC	BS_DGV11G69	01
PASZTC_01_Solid Tissue_Primary Tumor	19.89	3	gain	NBL, MYCN non-amplified	PASZTC	BS_RZEEJETF	01
PASZTV_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASZTV	TARGET-30-PASZTV-01A-01D	01
PASZYY_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PASZYY	BS_BHKAK446	01
PASZYY_01_Solid Tissue_Primary Tumor	NA	NA	amplification	NBL, MYCN amplified	PASZYY	TARGET-30-PASZYY-01A-01D	01
PATAAV_01_Solid Tissue_Primary Tumor	8.73	NA	gain	NBL, MYCN non-amplified	PATAAV	BS_PKHXM1NB	01
PATAAV_01_Solid Tissue_Primary Tumor	8.73	NA	gain	NBL, MYCN non-amplified	PATAAV	BS_XJDB3R9K	01
PATAAV_01_Solid Tissue_Primary Tumor	8.73	NA	gain	NBL, MYCN non-amplified	PATAAV	TARGET-30-PATAAV-01A-01D	01
PATACA_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATACA	TARGET-30-PATACA-01A-01D	01
PATAFE_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATAFE	TARGET-30-PATAFE-01A-01D	01
PATAFI_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATAFI	TARGET-30-PATAFI-01A-01D	01
PATAKH_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATAKH	TARGET-30-PATAKH-01A-01D	01
PATAYJ_01_Solid Tissue_Primary Tumor	40.96	NA	NA	NBL, MYCN amplified	PATAYJ	TARGET-30-PATAYJ-01A-01D.M	01
PATAYJ_01_Solid Tissue_Primary Tumor	40.96	NA	NA	NBL, MYCN amplified	PATAYJ	TARGET-30-PATAYJ-01A-01R	01
PATBAC_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATBAC	TARGET-30-PATBAC-01A-01D	01
PATBBF_01_Solid Tissue_Primary Tumor	NA	3	gain	NBL, MYCN non-amplified	PATBBF	BS_S0T1WT6R	01
PATBCM_01_Solid Tissue_Primary Tumor	5.2	NA	NA	NBL, MYCN amplified	PATBCM	BS_FE3BY6DT	01
PATBCM_01_Solid Tissue_Primary Tumor	5.2	NA	NA	NBL, MYCN amplified	PATBCM	BS_W09W6AAS	01
PATBFN_01_Solid Tissue_Primary Tumor	33.83	NA	NA	NBL, MYCN amplified	PATBFN	BS_HCWEF4QN	01
PATBFN_01_Solid Tissue_Primary Tumor	33.83	NA	NA	NBL, MYCN amplified	PATBFN	BS_Z3BZ01S1	01
PATBGF_01_Solid Tissue_Primary Tumor	6.68	NA	NA	NBL, MYCN amplified	PATBGF	BS_7W42FH5A	01
PATBGF_01_Solid Tissue_Primary Tumor	6.68	NA	NA	NBL, MYCN amplified	PATBGF	BS_M462FWS9	01
PATBHY_01_Solid Tissue_Primary Tumor	16.32	NA	NA	NBL, MYCN amplified	PATBHY	BS_NQP7B1SY	01
PATBHY_01_Solid Tissue_Primary Tumor	16.32	NA	NA	NBL, MYCN amplified	PATBHY	TARGET-30-PATBHY-01A-01D	01
PATBJI_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATBJI	TARGET-30-PATBJI-01A-01D	01
PATBKX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATBKX	TARGET-30-PATBKX-01A-01D	01
PATBLZ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATBLZ	BS_7S8KSFRC	01
PATBMM_01_Solid Tissue_Primary Tumor	NA	NA	loss	NBL, MYCN non-amplified	PATBMM	BS_3DJBSNGE	01
PATBMM_01_Solid Tissue_Primary Tumor	NA	NA	loss	NBL, MYCN non-amplified	PATBMM	BS_D7442ACV	01
PATBMM_01_Solid Tissue_Primary Tumor	NA	NA	loss	NBL, MYCN non-amplified	PATBMM	TARGET-30-PATBMM-01A-01D	01
PATBMM_01_Solid Tissue_Primary Tumor	NA	NA	loss	NBL, MYCN non-amplified	PATBMM	TARGET-30-PATBMM-01A-01D.M	01
PATBMM_01_Solid Tissue_Primary Tumor	NA	NA	loss	NBL, MYCN non-amplified	PATBMM	TARGET-30-PATBMM-01A-01R	01
PATBPG_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATBPG	TARGET-30-PATBPG-01A-01D	01
PATBRX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATBRX	TARGET-30-PATBRX-01A-01D	01
PATCDJ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATCDJ	TARGET-30-PATCDJ-01A-01D	01
PATCEM_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATCEM	TARGET-30-PATCEM-01A-01D	01
PATCFL_01_Solid Tissue_Primary Tumor	NA	NA	neutral	NBL, MYCN non-amplified	PATCFL	BS_D3N3FG7Y	01
PATCFL_01_Solid Tissue_Primary Tumor	NA	NA	neutral	NBL, MYCN non-amplified	PATCFL	BS_N05R3CT2	01
PATCFL_01_Solid Tissue_Primary Tumor	NA	NA	neutral	NBL, MYCN non-amplified	PATCFL	TARGET-30-PATCFL-01A-01D	01
PATCFL_01_Solid Tissue_Primary Tumor	NA	NA	neutral	NBL, MYCN non-amplified	PATCFL	TARGET-30-PATCFL-01A-01D.M	01
PATCFL_01_Solid Tissue_Primary Tumor	NA	NA	neutral	NBL, MYCN non-amplified	PATCFL	TARGET-30-PATCFL-01A-01R	01
PATCJF_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATCJF	TARGET-30-PATCJF-01A-01D	01
PATCJP_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PATCJP	TARGET-30-PATCJP-09A-01D	09
PATCKU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATCKU	TARGET-30-PATCKU-01A-01D	01
PATCMD_01_Solid Tissue_Primary Tumor	43.2	NA	NA	NBL, MYCN amplified	PATCMD	BS_MYNJDVWV	01
PATCVK_01_Solid Tissue_Primary Tumor	15.78	NA	NA	NBL, MYCN amplified	PATCVK	BS_F92J3KBA	01
PATCVK_01_Solid Tissue_Primary Tumor	15.78	NA	NA	NBL, MYCN amplified	PATCVK	BS_JWXQFZY9	01
PATDBR_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATDBR	TARGET-30-PATDBR-01A-01D	01
PATDCJ_01_Solid Tissue_Primary Tumor	13.3	NA	gain	NBL, MYCN non-amplified	PATDCJ	BS_BBD7XS5N	01
PATDCJ_01_Solid Tissue_Primary Tumor	13.3	NA	gain	NBL, MYCN non-amplified	PATDCJ	BS_DZ998H9P	01
PATDCJ_01_Solid Tissue_Primary Tumor	13.3	NA	gain	NBL, MYCN non-amplified	PATDCJ	TARGET-30-PATDCJ-01A-01D	01
PATDFU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATDFU	TARGET-30-PATDFU-01A-01D	01
PATDKL_01_Solid Tissue_Primary Tumor	3.77	NA	NA	NBL, MYCN amplified	PATDKL	BS_TWN989ZD	01
PATDKL_01_Solid Tissue_Primary Tumor	3.77	NA	NA	NBL, MYCN amplified	PATDKL	BS_YF5NCTGA	01
PATDSY_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATDSY	TARGET-30-PATDSY-01A-01D	01
PATDVF_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATDVF	TARGET-30-PATDVF-01A-01D	01
PATDWN_01_Solid Tissue_Primary Tumor	1540.66	238	amplification	NBL, MYCN amplified	PATDWN	TARGET-30-PATDWN-01A-01D	01
PATDWN_01_Solid Tissue_Primary Tumor	1540.66	238	amplification	NBL, MYCN amplified	PATDWN	TARGET-30-PATDWN-01A-01D.M	01
PATDWN_01_Solid Tissue_Primary Tumor	1540.66	238	amplification	NBL, MYCN amplified	PATDWN	TARGET-30-PATDWN-01A-01R	01
PATDWR_01_Solid Tissue_Primary Tumor	15.89	NA	NA	NBL, MYCN amplified	PATDWR	BS_4A1CKAXN	01
PATDWR_01_Solid Tissue_Primary Tumor	15.89	NA	NA	NBL, MYCN amplified	PATDWR	BS_XWKDJ2M6	01
PATDXC_01_Solid Tissue_Primary Tumor	58.6	3	neutral	NBL, MYCN non-amplified	PATDXC	TARGET-30-PATDXC-01A-01D	01
PATDXC_01_Solid Tissue_Primary Tumor	58.6	3	neutral	NBL, MYCN non-amplified	PATDXC	TARGET-30-PATDXC-01A-01D.M	01
PATDXC_01_Solid Tissue_Primary Tumor	58.6	3	neutral	NBL, MYCN non-amplified	PATDXC	TARGET-30-PATDXC-01A-01R	01
PATDXG_01_Solid Tissue_Primary Tumor	1449.04	118	amplification	NBL, MYCN amplified	PATDXG	TARGET-30-PATDXG-01A-01D	01
PATDXG_01_Solid Tissue_Primary Tumor	1449.04	118	amplification	NBL, MYCN amplified	PATDXG	TARGET-30-PATDXG-01A-01R	01
PATECM_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATECM	TARGET-30-PATECM-01A-01D	01
PATEEE_01_Solid Tissue_Primary Tumor	8.55	NA	NA	NBL, MYCN amplified	PATEEE	BS_WFZG82XZ	01
PATEEE_01_Solid Tissue_Primary Tumor	8.55	NA	NA	NBL, MYCN amplified	PATEEE	BS_XFFQR05Z	01
PATEKG_01_Solid Tissue_Primary Tumor	5.33	2	neutral	NBL, MYCN non-amplified	PATEKG	TARGET-30-PATEKG-01A-01D	01
PATEKG_01_Solid Tissue_Primary Tumor	5.33	2	neutral	NBL, MYCN non-amplified	PATEKG	TARGET-30-PATEKG-01A-01R	01
PATEPF_01_Solid Tissue_Primary Tumor	40.48	2	neutral	NBL, MYCN non-amplified	PATEPF	TARGET-30-PATEPF-01A-01D	01
PATEPF_01_Solid Tissue_Primary Tumor	40.48	2	neutral	NBL, MYCN non-amplified	PATEPF	TARGET-30-PATEPF-01A-01D.M	01
PATEPF_01_Solid Tissue_Primary Tumor	40.48	2	neutral	NBL, MYCN non-amplified	PATEPF	TARGET-30-PATEPF-01A-01R	01
PATESI_01_Solid Tissue_Primary Tumor	1278.85	105	amplification	NBL, MYCN amplified	PATESI	TARGET-30-PATESI-01A-01D	01
PATESI_01_Solid Tissue_Primary Tumor	1278.85	105	amplification	NBL, MYCN amplified	PATESI	TARGET-30-PATESI-01A-01D.M	01
PATESI_01_Solid Tissue_Primary Tumor	1278.85	105	amplification	NBL, MYCN amplified	PATESI	TARGET-30-PATESI-01A-01R	01
PATETW_01_Solid Tissue_Primary Tumor	17.35	NA	NA	NBL, MYCN amplified	PATETW	BS_3GRJH3PS	01
PATETW_01_Solid Tissue_Primary Tumor	17.35	NA	NA	NBL, MYCN amplified	PATETW	BS_K5DHTP34	01
PATEUC_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATEUC	TARGET-30-PATEUC-01A-01D	01
PATEWM_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATEWM	TARGET-30-PATEWM-01A-01D	01
PATFCY_01_Solid Tissue_Primary Tumor	60.56	2	loss	NBL, MYCN non-amplified	PATFCY	TARGET-30-PATFCY-01A-01D	01
PATFCY_01_Solid Tissue_Primary Tumor	60.56	2	loss	NBL, MYCN non-amplified	PATFCY	TARGET-30-PATFCY-01A-01D.M	01
PATFCY_01_Solid Tissue_Primary Tumor	60.56	2	loss	NBL, MYCN non-amplified	PATFCY	TARGET-30-PATFCY-01A-01R	01
PATFES_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATFES	TARGET-30-PATFES-01A-01D	01
PATFIK_01_Solid Tissue_Primary Tumor	41.21	3	gain	NBL, MYCN non-amplified	PATFIK	BS_64P50TAP	01
PATFIK_01_Solid Tissue_Primary Tumor	41.21	3	gain	NBL, MYCN non-amplified	PATFIK	BS_CZMY8CVE	01
PATFIN_01_Solid Tissue_Primary Tumor	NA	128	amplification	NBL, MYCN amplified	PATFIN	TARGET-30-PATFIN-01A-01D	01
PATFMU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATFMU	TARGET-30-PATFMU-01A-01D	01
PATFPK_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PATFPK	BS_2F5KDZ93	09
PATFPS_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PATFPS	TARGET-30-PATFPS-09A-01D	09
PATFTN_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATFTN	TARGET-30-PATFTN-01A-01D	01
PATFTR_01_Solid Tissue_Primary Tumor	27.57	NA	NA	NBL, MYCN amplified	PATFTR	BS_GTFHNG3R	01
PATFTR_01_Solid Tissue_Primary Tumor	27.57	NA	NA	NBL, MYCN amplified	PATFTR	BS_XQC9PNZP	01
PATFTR_01_Solid Tissue_Primary Tumor	27.57	NA	NA	NBL, MYCN amplified	PATFTR	TARGET-30-PATFTR-01A-01D	01
PATFTY_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATFTY	TARGET-30-PATFTY-01A-01D	01
PATFXV_01_Solid Tissue_Primary Tumor	1554.55	188	amplification	NBL, MYCN amplified	PATFXV	TARGET-30-PATFXV-01A-01D	01
PATFXV_01_Solid Tissue_Primary Tumor	1554.55	188	amplification	NBL, MYCN amplified	PATFXV	TARGET-30-PATFXV-01A-01D.M	01
PATFXV_01_Solid Tissue_Primary Tumor	1554.55	188	amplification	NBL, MYCN amplified	PATFXV	TARGET-30-PATFXV-01A-01R	01
PATGIW_01_Solid Tissue_Primary Tumor	6.43	NA	NA	NBL, MYCN amplified	PATGIW	BS_JBKQ59CW	01
PATGIW_01_Solid Tissue_Primary Tumor	6.43	NA	NA	NBL, MYCN amplified	PATGIW	BS_VKK21QBZ	01
PATGJU_01_Solid Tissue_Primary Tumor	26.34	NA	NA	NBL, MYCN amplified	PATGJU	TARGET-30-PATGJU-01A-01D.M	01
PATGJU_01_Solid Tissue_Primary Tumor	26.34	NA	NA	NBL, MYCN amplified	PATGJU	TARGET-30-PATGJU-01A-01R	01
PATGLU_01_Solid Tissue_Primary Tumor	50.36	3	gain	NBL, MYCN non-amplified	PATGLU	BS_2P6MH05V	01
PATGLU_01_Solid Tissue_Primary Tumor	50.36	3	gain	NBL, MYCN non-amplified	PATGLU	TARGET-30-PATGLU-01A-01D	01
PATGLU_01_Solid Tissue_Primary Tumor	50.36	3	gain	NBL, MYCN non-amplified	PATGLU	TARGET-30-PATGLU-01A-01D.M	01
PATGLU_01_Solid Tissue_Primary Tumor	50.36	3	gain	NBL, MYCN non-amplified	PATGLU	TARGET-30-PATGLU-01A-01R	01
PATGWT_01_Solid Tissue_Primary Tumor	NA	129	amplification	NBL, MYCN amplified	PATGWT	TARGET-30-PATGWT-01A-01D	01
PATGWT_01_Solid Tissue_Primary Tumor	NA	129	amplification	NBL, MYCN amplified	PATGWT	TARGET-30-PATGWT-01A-01D.M	01
PATGWU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATGWU	TARGET-30-PATGWU-01A-01D	01
PATHJU_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PATHJU	TARGET-30-PATHJU-09A-01D	09
PATHJZ_01_Solid Tissue_Primary Tumor	NA	NA	gain	NBL, MYCN non-amplified	PATHJZ	BS_89V49XKJ	01
PATHJZ_01_Solid Tissue_Primary Tumor	NA	NA	gain	NBL, MYCN non-amplified	PATHJZ	TARGET-30-PATHJZ-01A-01D	01
PATHKB_01_Solid Tissue_Primary Tumor	88.44	NA	NA	NBL, MYCN amplified	PATHKB	TARGET-30-PATHKB-01A-01D.M	01
PATHKB_01_Solid Tissue_Primary Tumor	88.44	NA	NA	NBL, MYCN amplified	PATHKB	TARGET-30-PATHKB-01A-01R	01
PATHUU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATHUU	TARGET-30-PATHUU-01A-01D	01
PATHVK_01_Solid Tissue_Primary Tumor	25.72	4	neutral	NBL, MYCN non-amplified	PATHVK	TARGET-30-PATHVK-01A-01D	01
PATHVK_01_Solid Tissue_Primary Tumor	25.72	4	neutral	NBL, MYCN non-amplified	PATHVK	TARGET-30-PATHVK-01A-01D.M	01
PATHVK_01_Solid Tissue_Primary Tumor	25.72	4	neutral	NBL, MYCN non-amplified	PATHVK	TARGET-30-PATHVK-01A-01R	01
PATHYD_01_Solid Tissue_Primary Tumor	NA	3	gain	NBL, MYCN non-amplified	PATHYD	BS_JXVVZ2S8	01
PATHYK_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATHYK	TARGET-30-PATHYK-01A-01D	01
PATIHB_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PATIHB	TARGET-30-PATIHB-01A-01D	01
PATIIT_01_Solid Tissue_Primary Tumor	42.43	NA	NA	NBL, MYCN amplified	PATIIT	BS_2480EHNY	01
PATIIT_01_Solid Tissue_Primary Tumor	42.43	NA	NA	NBL, MYCN amplified	PATIIT	BS_GFN4FETJ	01
PATILE_01_Solid Tissue_Primary Tumor	NA	2	loss	NBL, MYCN non-amplified	PATILE	TARGET-30-PATILE-01A-01D	01
PATINJ_01_Solid Tissue_Primary Tumor	52.26	2	neutral	NBL, MYCN non-amplified	PATINJ	TARGET-30-PATINJ-01A-01D	01
PATINJ_01_Solid Tissue_Primary Tumor	52.26	2	neutral	NBL, MYCN non-amplified	PATINJ	TARGET-30-PATINJ-01A-01R	01
PATIRK_01_Solid Tissue_Primary Tumor	6.42	NA	NA	NBL, MYCN amplified	PATIRK	BS_NR090DDV	01
